NIT;FECHA_CORTE;EMPRESA;CIIU;TIPO_EMPRESA;TIPO EMPRESA_NOMBRE;CIUDAD;PERIODO;INGRESOS;COSTOS;GANANCIA_BRUTA;OTROS_ING;GASTOS;GASTOS_ADMON;OTROS_GASTOS;OTRAS_GANANCIAS;EBIT;ING_FIN;COSTOS_FIN;EBIT_SINIMPTO;IMPUESTO;UTILIDAD;UTILIDAD_CALCULADA
860505205;31/12/2023;inversiones giratell sca;G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;5; SOCIEDAD EN COMANDITA POR ACCIONES;BOGOTA D.C.;Periodo Anterior;$ 4.350.363;$ 4.310.247;$ 40.116;$ 383;$ 1.260.695;$ 639.844;$ 157.136;$ 2.000.000;-$ 17.176;$ 95.894;0;$ 78.718;$ 27.752;$ 50.966;$ 50.966
860507423;31/12/2023;COMARBEL SAS;C1811 - Actividades de impresión;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 22.007.074;$ 18.038.810;$ 3.968.264;$ 21.888;$ 4.078.734;$ 2.724.260;$ 85.577;$ 342.602;-$ 2.555.817;$ 79.179;$ 2.226.929;-$ 4.703.567;-$ 1.859.661;-$ 2.843.906;-$ 2.843.906
860510208;31/12/2023;PROMOTORA JMG SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 330.029;$ 0;$ 330.029;$ 152.004;$ 0;$ 250.415;$ 3.919;$ 0;$ 227.699;$ 2.935;$ 4.886;$ 225.748;$ 18.961;$ 206.787;$ 206.787
860517522;31/12/2023;CARNAZAS COLOMBIANA S.A.S.;"G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos";8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 86.907.949;$ 81.935.833;$ 4.972.116;$ 22.655;$ 223.357;$ 3.167.979;$ 403.337;$ 8.324;$ 1.208.422;$ 296.463;$ 3;$ 1.504.882;$ 597.194;$ 907.688;$ 907.688
860517522;31/12/2023;CARNAZAS COLOMBIANA S.A.S.;"G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos";8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 58.913.525;$ 55.532.686;$ 3.380.839;$ 2.315;$ 215.497;$ 2.583.167;$ 266.204;$ 10.017;$ 328.303;$ 1.279;$ 0;$ 329.582;$ 154.314;$ 175.268;$ 175.268
860518665;31/12/2023;ELECTRICOS INTERNACIONAL SAS;C2599 - Fabricación de otros productos elaborados de metal n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 16.764.350;$ 12.053.069;$ 4.711.281;$ 240.207;$ 1.775.435;$ 1.365.438;$ 1.580;$ 0;$ 1.809.035;$ 178.001;$ 588.950;$ 1.398.086;$ 518.948;$ 879.138;$ 879.138
860520268;31/12/2023;UMIPLAST SAS;C2229 - Fabricación de artículos de plástico n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 9.331.043;$ 5.651.504;$ 3.679.539;$ 39.740;$ 857.703;$ 911.211;$ 8.548;$ 0;$ 1.941.817;$ 84.340;$ 986.732;$ 1.039.425;$ 397.626;$ 641.799;$ 641.799
860521079;31/12/2023;COMPAÑIA GENERAL DE PLASTICOS LTDA;C2229 - Fabricación de artículos de plástico n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 17.051.927;$ 9.446.360;$ 7.605.567;$ 110.511;$ 1.499.947;$ 1.505.559;$ 4.595;$ 0;$ 4.705.977;$ 1.061.692;$ 137.842;$ 5.629.827;$ 1.983.001;$ 3.646.826;$ 3.646.826
860521079;31/12/2023;COMPAÑIA GENERAL DE PLASTICOS LTDA;C2229 - Fabricación de artículos de plástico n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 23.443.468;$ 14.419.555;$ 9.023.913;$ 47.296;$ 1.624.345;$ 1.674.147;$ 219.505;$ 0;$ 5.553.212;$ 400.791;$ 5.923;$ 5.948.080;$ 2.105.744;$ 3.842.336;$ 3.842.336
860531083;31/12/2023;EL PALACIO DEL ALUMINIO SAS;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 46.945.445;$ 33.163.090;$ 13.782.355;$ 1.523;$ 5.974.724;$ 1.935.146;$ 128.778;-$ 773.841;$ 4.971.389;$ 662.265;$ 261;$ 5.633.393;$ 2.226.812;$ 3.406.581;$ 3.406.581
860531083;31/12/2023;EL PALACIO DEL ALUMINIO SAS;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 60.596.342;$ 42.963.861;$ 17.632.481;$ 1.645.480;$ 7.020.129;$ 2.417.742;$ 167.108;$ 540.013;$ 10.212.995;$ 443.146;$ 68;$ 10.656.073;$ 3.042.602;$ 7.613.471;$ 7.613.471
860531552;31/12/2023;ENERCOM S.A.;J6190 - Otras actividades de telecomunicaciones;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 4.227.918;$ 2.704.190;$ 1.523.728;$ 19.096;$ 0;$ 1.041.377;$ 46.884;$ 0;$ 454.563;$ 768.097;$ 48.509;$ 1.174.151;$ 427.199;$ 746.952;$ 746.952
860532440;31/12/2023;AGROPECUARIA CHAPARRAL SAS;A0150 - Explotación mixta (agrícola y pecuaria);8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 790.496;$ 606.125;$ 184.371;$ 19.914;$ 0;$ 445.877;$ 0;$ 0;-$ 241.592;$ 236.604;$ 59.874;-$ 64.862;$ 8.187;-$ 73.049;-$ 73.049
860534561;31/12/2023;DISTRIBUCIONES ISNOGAR LTDA;G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 2.440.680;$ 1.954.598;$ 486.082;$ 0;$ 27.344;$ 327.219;$ 0;-$ 1.015;$ 130.504;$ 0;$ 32.140;$ 98.364;$ 37.156;$ 61.208;$ 61.208
899999002;31/12/2023;EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A VECOL S.A;C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 120.653.306;$ 62.739.972;$ 57.913.334;$ 1.823.562;$ 25.875.138;$ 9.153.543;$ 7.427.505;-$ 1.155.941;$ 16.124.769;$ 6.514.762;$ 3.640.424;$ 18.999.107;$ 4.385.736;$ 14.613.371;$ 14.613.371
899999002;31/12/2023;EMPRESA COLOMBIANA DE PRODUCTOS VETERINARIOS S.A VECOL S.A;C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Anterior;$ 120.939.722;$ 63.467.972;$ 57.471.750;$ 1.211.747;$ 24.673.996;$ 9.381.890;$ 7.394.594;-$ 479.666;$ 16.753.351;$ 2.907.846;$ 5.180.789;$ 14.480.408;$ 4.743.222;$ 9.737.186;$ 9.737.186
900010890;31/12/2023;AISLAPOR SAS;C2229 - Fabricación de artículos de plástico n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 7.742.571;$ 5.625.654;$ 2.116.917;$ 14.435;$ 978.640;$ 951.009;$ 8.717;-$ 21.288;$ 171.698;$ 26;$ 168.493;$ 3.231;$ 18.554;-$ 15.323;-$ 15.323
900010890;31/12/2023;AISLAPOR SAS;C2229 - Fabricación de artículos de plástico n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 8.158.377;$ 6.179.801;$ 1.978.576;$ 22.505;$ 959.760;$ 813.701;$ 24.613;-$ 1.497;$ 201.510;$ 100;$ 123.864;$ 77.746;-$ 102.643;$ 180.389;$ 180.389
900056312;31/12/2023;EDITORIAL UNIVERSITARIA ALBERTO MERANI S.A.S;J5811 - Edición de libros;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 4.010.599;$ 675.093;$ 3.335.506;$ 179.333;$ 597.923;$ 1.184.137;$ 83.613;$ 0;$ 1.649.166;$ 286.029;$ 335.144;$ 1.600.051;$ 79.067;$ 1.520.984;$ 1.520.984
900068896;31/12/2023;SIMS TECNOLOGIES SAS;G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.863.624;$ 2.020.648;$ 3.842.976;$ 99.766;$ 2.731.165;$ 1.064.951;$ 89.334;$ 0;$ 57.292;$ 6.591;0;$ 63.883;$ 39.525;$ 24.358;$ 24.358
900073108;31/12/2023;VERANCA SCA;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;5; SOCIEDAD EN COMANDITA POR ACCIONES;BOGOTA D.C.;Periodo Actual;$ 437.199;$ 0;$ 437.199;$ 47.268;$ 0;$ 744.202;$ 11.779;$ 0;-$ 271.514;$ 370.626;$ 0;$ 99.112;$ 86.158;$ 12.954;$ 12.954
900076424;31/12/2023;PEGSA LTDA;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 49.792.608;$ 37.891.903;$ 11.900.705;$ 2.192.096;$ 4.882.936;$ 3.943.754;$ 183.598;-$ 8.376;$ 5.074.137;$ 976.076;$ 2.747.884;$ 3.302.329;$ 1.284.317;$ 2.018.012;$ 2.018.012
900095648;31/12/2023;NOVA MAR DEVELOPMENT S.A;I5511 - Alojamiento en hoteles;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 67.813.297;$ 15.003.063;$ 52.810.234;$ 0;$ 3.283.389;$ 13.878.578;$ 4.539.419;-$ 6.325.662;$ 24.783.186;$ 642.891;0;$ 25.426.077;0;$ 25.426.077;$ 25.426.077
900095648;31/12/2023;NOVA MAR DEVELOPMENT S.A;I5511 - Alojamiento en hoteles;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Anterior;$ 60.159.546;$ 13.911.811;$ 46.247.735;$ 1.064.661;$ 2.619.527;$ 12.671.282;$ 4.561.955;-$ 2.426.609;$ 25.033.023;$ 232.669;0;$ 25.265.692;0;$ 25.265.692;$ 25.265.692
900096184;31/12/2023;CCD COMPAÑIA DE CIBERSEGURIDAD Y DEFENSA SAS;G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 27.814.268;$ 18.652.063;$ 9.162.205;$ 217.767;$ 5.312.611;$ 21.665;0;$ 0;$ 4.045.696;$ 858.682;$ 398.829;$ 4.505.549;$ 1.606.492;$ 2.899.057;$ 2.899.057
900100796;31/12/2023;COMERCIAL DE VIVERES SAN ANDRES SAS;G4631 - Comercio al por mayor de productos alimenticios;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 56.969.353;$ 52.575.674;$ 4.393.679;$ 390.369;$ 2.626.412;$ 734.959;$ 252;$ 539.173;$ 1.961.598;$ 1;$ 670.246;$ 1.291.353;$ 379.466;$ 911.887;$ 911.887
900100796;31/12/2023;COMERCIAL DE VIVERES SAN ANDRES SAS;G4631 - Comercio al por mayor de productos alimenticios;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 73.530.643;$ 67.591.980;$ 5.938.663;$ 411.036;$ 2.904.369;$ 934.134;$ 4.593;$ 111.176;$ 2.617.779;$ 1;$ 376.647;$ 2.241.133;$ 848.688;$ 1.392.445;$ 1.392.445
900114653;31/12/2023;STEIN & CIA S.A.S.;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.699.232;$ 2.939.977;$ 3.759.255;$ 967.618;$ 1.323.361;$ 2.987.659;$ 33.114;$ 17.341;$ 400.080;$ 654;$ 13.832;$ 386.902;$ 295.610;$ 91.292;$ 91.292
900114653;31/12/2023;STEIN & CIA S.A.S.;G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 8.728.533;$ 2.925.741;$ 5.802.792;$ 790.508;$ 1.362.904;$ 4.229.690;$ 25.771;-$ 99.589;$ 875.346;$ 629;$ 11.188;$ 864.787;$ 390.550;$ 474.237;$ 474.237
900124310;31/12/2023;M INVESTIMENTI SAS;K6494 - Otras actividades de distribución de fondos;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.942.266;$ 0;$ 1.942.266;$ 129.307;$ 0;$ 327.305;$ 218.316;$ 0;$ 1.525.952;$ 2.680.081;$ 3.249.907;$ 956.126;$ 566.844;$ 389.282;$ 389.282
900124310;31/12/2023;M INVESTIMENTI SAS;K6494 - Otras actividades de distribución de fondos;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 670.021;$ 0;$ 670.021;$ 0;$ 0;$ 535.602;$ 918.983;$ 0;-$ 784.564;$ 0;$ 61.929;-$ 846.493;$ 31.346;-$ 877.839;-$ 877.839
900138401;31/12/2023;INVERSIONES SHESH SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 521.788;$ 0;$ 521.788;$ 0;$ 0;$ 474.152;$ 1.591;$ 92.473;$ 138.518;$ 0;$ 150.398;-$ 11.880;$ 111.066;-$ 122.946;-$ 122.946
900147248;31/12/2023;BALDOCER LTDA;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 23.299.217;$ 18.322.851;$ 4.976.366;$ 22.476;$ 3.554.040;$ 664.448;$ 364.327;$ 0;$ 416.027;$ 1.154.862;$ 0;$ 1.570.889;$ 553.187;$ 1.017.702;$ 1.017.702
900147248;31/12/2023;BALDOCER LTDA;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Anterior;$ 37.248.800;$ 25.418.857;$ 11.829.943;$ 22.730;$ 3.856.180;$ 1.140.361;$ 719.660;$ 0;$ 6.136.472;$ 473.678;$ 0;$ 6.610.150;$ 2.358.990;$ 4.251.160;$ 4.251.160
900147534;31/12/2023;IMPERMEABILIZANTES Y MATERIAL DE CONSTRUCCION LTDA;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 4.111.375;$ 3.412.431;$ 698.944;$ 272.364;$ 50.005;$ 421.565;$ 102;$ 0;$ 499.636;$ 83.749;$ 27.195;$ 556.190;$ 117.949;$ 438.241;$ 438.241
900150205;31/12/2023;CUBERPLAST SAS;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 9.439.860;$ 7.383.853;$ 2.056.007;$ 4.772;$ 485.154;$ 979.383;$ 44.488;-$ 2.826;$ 548.928;$ 627.549;$ 307.241;$ 869.236;$ 315.744;$ 553.492;$ 553.492
900157301;31/12/2023;SONOAUDIO SAS;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 4.439.190;$ 2.600.486;$ 1.838.704;$ 70.863;$ 429.012;$ 1.022.979;$ 279.959;$ 0;$ 177.617;$ 166.720;$ 213.276;$ 131.061;$ 109.795;$ 21.266;$ 21.266
900162414;31/12/2023;INGENIERIA Y TECNOLOGIA DE SERVICIOS S.A.S.;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 91.986.575;$ 75.138.099;$ 16.848.476;$ 1.662.151;$ 1.624.325;$ 10.614.572;$ 326.715;-$ 12.646;$ 5.932.369;$ 3.339.973;$ 1.346.964;$ 7.925.378;$ 4.267.891;$ 3.657.487;$ 3.657.487
900162414;31/12/2023;INGENIERIA Y TECNOLOGIA DE SERVICIOS S.A.S.;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 62.357.260;$ 49.384.911;$ 12.972.349;$ 2.152.004;$ 1.164.947;$ 6.533.591;$ 122.477;$ 4.905;$ 7.308.243;$ 18.789;$ 6.976.010;$ 351.022;$ 3.125.360;-$ 2.774.338;-$ 2.774.338
900185158;31/12/2023;FASTER FUEL SAS;G4731 - Comercio al por menor de combustible para automotores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 24.675.415;$ 20.686.287;$ 3.989.128;$ 229.677;$ 0;$ 2.308.112;$ 78.683;$ 0;$ 1.832.010;$ 238;$ 519.371;$ 1.312.877;$ 510.589;$ 802.288;$ 802.288
900200526;31/12/2023;RYM SOLUCIONES INTEGRALES SAS - EN REORGANIZACION -;C3311 - Mantenimiento y reparación especializado de productos elaborados en metal;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 23.322.848;$ 17.652.754;$ 5.670.094;$ 38.390;$ 0;$ 1.234.029;$ 2.737.738;$ 0;$ 1.736.717;$ 44.142;$ 1.072.152;$ 708.707;$ 303.830;$ 404.877;$ 404.877
900206483;31/12/2023;INGETEC GERENCIA & SUPERVISION SAS;M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 7.218.163;$ 5.637.258;$ 1.580.905;$ 22.160;$ 0;$ 868.414;$ 40.836;$ 0;$ 693.815;$ 11.950;$ 172.436;$ 533.329;$ 146.233;$ 387.096;$ 387.096
900230826;31/12/2023;AUTOMAS COMERCIAL LTDA;M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;3; SOCIEDAD LIMITADA;BOGOTA D.C.;Periodo Actual;$ 28.940.534;$ 5.007;$ 28.935.527;$ 426.616;$ 25.178.250;$ 1.636.362;$ 570.665;$ 0;$ 1.976.866;$ 10.959;$ 342.331;$ 1.645.494;$ 608.833;$ 1.036.661;$ 1.036.661
900238438;31/12/2023;GROW DATA SAS;J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 136.195.014;$ 103.735.436;$ 32.459.578;$ 93.777;$ 1.194.882;$ 12.581.755;0;$ 0;$ 18.776.718;$ 692.514;$ 238.072;$ 19.231.160;$ 7.054.683;$ 12.176.477;$ 12.176.477
900241695;31/12/2023;IDEA COLOMBIA SAS;G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 3.919.693;$ 2.379.192;$ 1.540.501;$ 103.349;$ 941.163;$ 654.428;$ 41.238;-$ 14.060;-$ 7.039;$ 1.055.519;$ 508.249;$ 540.231;$ 336.671;$ 203.560;$ 203.560
900241695;31/12/2023;IDEA COLOMBIA SAS;G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 4.960.845;$ 3.262.512;$ 1.698.333;$ 21.296;$ 888.838;$ 634.987;$ 1.484;-$ 3.043;$ 191.277;$ 441.710;$ 920.310;-$ 287.323;-$ 160.627;-$ 126.696;-$ 126.696
900254376;31/12/2023;CRUZ AZUL COLOMBIA SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 292.323;$ 0;$ 292.323;$ 3.623.700;$ 3.736.340;$ 509.476;$ 268.511;$ 268.509;-$ 329.795;$ 110.991;$ 22.164;-$ 240.968;0;-$ 240.968;-$ 240.968
900256279;31/12/2023;Schweitzer Engineering Laboratories Colombia SAS;C2712 - Fabricación de aparatos de distribución y control de la energía eléctrica;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 53.010.189;$ 38.051.571;$ 14.958.618;$ 20.118;$ 3.230.390;$ 7.234.919;0;$ 3.712.721;$ 8.226.148;$ 24.116;$ 39.005;$ 8.211.259;$ 2.273.769;$ 5.937.490;$ 5.937.490
900256279;31/12/2023;Schweitzer Engineering Laboratories Colombia SAS;C2712 - Fabricación de aparatos de distribución y control de la energía eléctrica;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 38.881.148;$ 23.448.484;$ 15.432.664;$ 122.469;$ 2.085.736;$ 5.675.728;$ 2.733.126;-$ 49.699;$ 5.010.844;$ 1.667;$ 121.639;$ 4.890.872;$ 2.174.447;$ 2.716.425;$ 2.716.425
900271928;31/12/2023;ARISTA DE COLOMBIA S.A.S;M7410 - Actividades especializadas de diseño;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.711.957;$ 3.143.250;$ 2.568.707;$ 143.600;$ 3.224.868;$ 1.273.669;$ 0;$ 0;-$ 1.786.230;$ 32;$ 1.204.684;-$ 2.990.882;0;-$ 2.990.882;-$ 2.990.882
900272141;31/12/2023;RANGEL AGUIRRE SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 100.400;$ 0;$ 100.400;$ 0;$ 0;$ 90.128;$ 5.678;$ 0;$ 4.594;$ 2.208;0;$ 6.802;$ 3.544;$ 3.258;$ 3.258
900272419;31/12/2023;INGENIERIA JM SAS BIC;F4321 - Instalaciones eléctricas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 4.994.944;$ 3.413.532;$ 1.581.412;$ 9.183;$ 317.547;$ 690.076;$ 29.266;$ 0;$ 553.706;$ 17.975;$ 73.535;$ 498.146;$ 171.286;$ 326.860;$ 326.860
900274921;31/12/2023;HOTELES BOGOTA INN SAS;I5511 - Alojamiento en hoteles;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 4.521.262;$ 1.161.356;$ 3.359.906;$ 0;$ 1.108.518;$ 245.981;$ 17.413;$ 66.831;$ 2.054.825;$ 1.152;$ 57.232;$ 1.998.745;0;$ 1.998.745;$ 1.998.745
900283358;31/12/2023;HOTEL VIRREY PARK SAS;I5511 - Alojamiento en hoteles;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 1.974.373;$ 202.962;$ 1.771.411;$ 163.850;$ 779.448;$ 782.727;$ 6.527;$ 269.723;$ 636.282;$ 2.083;$ 51.324;$ 587.041;$ 205.631;$ 381.410;$ 381.410
900284599;31/12/2023;AIRES TERMICOS MANTENIMIENTO E INGENIERIA SAS;F4322 - Instalaciones de fontanería, calefacción y aire acondicionado;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 2.521.201;$ 1.161.666;$ 1.359.535;$ 5.426;$ 66.329;$ 988.908;$ 14.773;$ 0;$ 294.951;$ 155;$ 24.379;$ 270.727;$ 105.408;$ 165.319;$ 165.319
900284709;31/12/2023;CONSTRUCTORA HACKNEY S.A.S.;F4111 - Construcción de edificios residenciales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 486.095;$ 0;$ 61.912;$ 0;$ 0;$ 424.183;$ 0;$ 79.424;$ 344.759;0;$ 344.759;$ 344.759
900307945;31/12/2023;CONTINUO CONSTRUCTORES 09 SAS EN LIQUIDACION;F4111 - Construcción de edificios residenciales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 300.000;$ 300.000;$ 0;$ 21.966;$ 29.038;$ 2.861.718;$ 426.777;$ 0;-$ 3.295.567;$ 527.752;$ 1.479;-$ 2.769.294;$ 60.063;-$ 2.829.357;-$ 2.829.357
900309589;31/12/2023;KAMU SAS;G4669 - Comercio al por mayor de otros productos n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 23.836.651;$ 19.587.900;$ 4.248.751;$ 47.620;$ 283.509;$ 972.070;$ 13.249;$ 0;$ 3.027.543;$ 253.559;$ 105.417;$ 3.175.685;$ 1.140.562;$ 2.035.123;$ 2.035.123
900312790;31/12/2023;PROYECTOS HG SAS;F4111 - Construcción de edificios residenciales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 25.321;$ 101.600;-$ 76.279;$ 180.709;$ 144.417;$ 829.291;$ 8.268;$ 0;-$ 877.546;$ 29.917;$ 239.737;-$ 1.087.366;$ 2.825;-$ 1.090.191;-$ 1.090.191
900312790;31/12/2023;PROYECTOS HG SAS;F4111 - Construcción de edificios residenciales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 10.240.673;$ 6.905.170;$ 3.335.503;$ 83.613;$ 151.856;$ 623.766;$ 182;$ 0;$ 2.643.312;$ 177.872;$ 246.411;$ 2.574.773;-$ 217;$ 2.574.990;$ 2.574.990
900314470;31/12/2023;COMPLETION SERVICES SUCURSAL COLOMBIA;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 7.107.987;$ 6.176.496;$ 931.491;$ 718.732;$ 596.935;$ 497.018;0;-$ 44.258;$ 512.012;$ 16.176;$ 29.107;$ 499.081;$ 381.727;$ 117.354;$ 117.354
